ano,id_municipio,id_municipio_nome,id_escola,id_aluno,caderno,serie,rede,presenca,preenchimento_caderno,alfabetizado,proficiencia,peso_aluno
2024,2301307,Araripe,60008679,23084692,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,769.46,1.0
2023,3132503,Itamarandiba,60021490,31066299,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,787.0244,1.220635
2024,3518859,Guatapará,60028979,35087354,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4115408,Marmeleiro,60032946,41117674,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,770.9,1.28
2023,5107909,Sinop,60040830,51037508,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,796.32,1.0
2023,2504009,Campina Grande,60010976,25021853,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3143302,Montes Claros,60019158,31095252,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,658.84,1.08
2024,3552809,Taboão da Serra,60029390,35334566,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,735.1755725,1.09375
2023,2107803,Parnarama,60005325,21069264,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,792.6599987,1.0
2024,3103603,Arantina,60021370,31187434,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,734.5,1.27
2023,2906501,Candeias,60016236,29102376,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,723.3406561,1.3058971
2024,2925907,Quijingue,60017591,29184161,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,711.24,1.0
2024,4108304,Foz do Iguaçu,60032820,41128960,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,5218805,Rio Verde,60042117,52055805,12,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,782.0898415,0.7880853
2024,4108304,Foz do Iguaçu,60034253,41048879,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,1503903,Juruti,60002415,15049725,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,780.8827972,1.0419242
2023,5221601,Uruaçu,60042292,52059649,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,693.2959657,1.3108014
2024,3548708,São Bernardo do Campo,60030181,35320571,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,781.0365742,1.4117647
2024,3300902,Cambuci,60023181,33036237,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,741.08,1.06
2024,3541000,Praia Grande,60030203,35146588,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,821.514298,1.1666667
2023,4211306,Navegantes,60036691,42070545,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.2445,1.056309
2023,1505403,Ourém,60003494,15036927,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,758.060503,1.1857004
2024,3550100,São Manuel,60028825,35032109,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,727.5322158,1.0454545
2024,4204806,Curitibanos,60035009,42030826,10,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2023,3111200,Campo Belo,60021664,31101488,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,709.4265,1.059126
2023,4205407,Florianópolis,60034803,42033837,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,748.3304357,0.9270692
2023,5200258,Águas Lindas de Goiás,60042811,52076927,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,765.2230593,1.3411652
2024,4207908,Irineópolis,60036073,42020592,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,807.89,1.22
2024,5107925,Sorriso,60040207,51030354,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,740.18,1.23
2024,3524402,Jacareí,60028180,35089417,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,656.6698291,1.2857143
2024,4316758,Santa Clara do Sul,60037526,43044372,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,728.7638369,1.0
2023,5220504,Serranópolis,60042135,52080835,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,697.4872659,0.973541
2023,2504009,Campina Grande,60010970,25021505,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3304557,Rio de Janeiro,60024922,33120410,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,688.48,1.13
2023,2304400,Fortaleza,60009466,23010520,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,734.3240531,1.1792581
2023,2311306,Quixadá,60008412,23040029,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,851.081805,1.0
2023,2111201,São José de Ribamar,60004244,21003601,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,762.9000941,0.9192607
2024,1702109,Araguaína,60004227,17009498,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,815.59,1.17
2024,2507507,João Pessoa,60011014,25000232,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,737.83,1.04
2023,3102605,Andradas,60020004,31025190,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,670.2374,1.0
2023,2615607,Trindade,60011735,26068916,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,776.8237004,1.1111111
2024,4122206,Rio Branco do Sul,60033688,41104325,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,764.52,1.04
2023,4202909,Brusque,60035881,42014367,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,771.6580597,1.2424022
2024,2310852,Pindoretama,60007956,23043765,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.32,1.14
2024,1506807,Santarém,60001692,15070271,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,774.65,1.07
2023,1301407,Eirunepé,60000986,13008787,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4209102,Joinville,60035930,42049021,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,763.08,1.33
2024,1100254,Presidente Médici,60000128,11007445,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,784.41,1.0
2023,2504306,Catolé do Rocha,60010537,25038142,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3512803,Cosmópolis,60028442,35110050,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,757.4264451,1.1666667
2023,4209102,Joinville,60036349,42057090,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,765.4819612,1.1824728
2023,5201405,Aparecida de Goiânia,60041752,52019765,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,779.0852179,1.1271371
2023,4305108,Caxias do Sul,60037357,43088969,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,1702109,Araguaína,60003941,17008789,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,736.09,1.17
2024,5210109,Ipameri,60041584,52046397,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,803.9,1.05
2024,4316808,Santa Cruz do Sul,60038305,43074592,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,722.7664264,1.0952381
2023,1100023,Ariquemes,60000079,11000935,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,777.7418267,1.0820999
2024,2916401,Itapetinga,60016647,29114142,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,719.2,1.0
2023,3300209,Araruama,60025700,33003095,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,687.9294,1.766149
2023,4315602,Rio Grande,60038729,43037023,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2610707,Paulista,60012421,26031118,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,735.3,1.0
2023,3148103,Patrocínio,60020827,31161731,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,801.7202,1.126064
2023,1501402,Belém,60001860,15025500,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,647.7350499,0.624962
2023,1505304,Oriximiná,60001410,15066540,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,654.504697,1.4203367
2024,4203204,Camboriú,60036220,42017870,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,5201405,Aparecida de Goiânia,60041610,52076981,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,786.58,1.18
2023,2104800,Grajaú,60005590,21055168,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,747.1052397,1.0439854
2024,2702900,Girau do Ponciano,60013445,27009871,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,689.54,1.0
2023,5217302,Pirenópolis,60042042,52016191,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,755.8881982,1.1358945
2024,5300108,Brasília,60042351,53001548,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,810.09,1.07
2024,1504406,Marapanim,60002146,15044124,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2702405,Delmiro Gouveia,60013233,27008767,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,689.51,1.14
2024,5300108,Brasília,60042414,53008191,1,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2024,5002704,Campo Grande,60039667,50000860,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,752.09,1.1
2024,4202909,Brusque,60035425,42013623,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,802.03,1.23
2023,1506807,Santarém,60001527,15091738,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3550308,São Paulo,60026828,35413059,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,724.4572278,1.3043478
2024,3548708,São Bernardo do Campo,60028507,35317557,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4304606,Canoas,60037222,43061767,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,714.3038936,1.4743331
2023,2109601,Rosário,60004358,21017954,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,792.6599987,1.0560686
2024,4110102,Imbituva,60033158,41041633,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3118601,Contagem,60021004,31179749,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4204608,Criciúma,60036488,42027388,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2205706,Luís Correia,60006374,22001149,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,708.0,1.0
2024,3544103,Rio Grande da Serra,60026639,35294202,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,681.9915195,1.0869565
2023,2910727,Eunápolis,60017265,29125622,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,684.7675235,1.1377134
2024,4106902,Curitiba,60033585,41076322,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,775.07,1.14
2023,4301057,Arroio do Sal,60039912,43013914,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,678.684,1.273559
2024,5001243,Aral Moreira,60040006,50034070,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,709.71,1.0
2024,3136702,Juiz de Fora,60021533,31128799,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,713.56,1.19
2023,2101251,Bacabeira,60004355,21015787,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,706.2275241,1.2222222
2023,2605103,Custódia,60011850,26070809,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,721.3282816,0.9085213
2024,3202207,Fundão,60022421,32044668,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,698.26,1.0
2024,2108603,Pinheiro,60005959,21035979,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,748.86,1.45
2024,4107207,Dois Vizinhos,60032918,41012236,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,759.66,1.14
2023,4208450,Itapoá,60035289,42049567,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,635.8741759,0.9628063
2024,3506003,Bauru,60030040,35024874,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,727.2922183,1.1904762
2023,2202133,Campo Grande do Piauí,60006861,22020160,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,783.2038835,1.0742759
2024,2707701,Rio Largo,60013704,27026478,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,732.21,1.2
2024,3548906,São Carlos,60029717,35173307,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,765.6214725,1.0869565
2023,3106200,Belo Horizonte,60021190,31095589,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,818.0407,1.416443
2024,2206803,Nossa Senhora dos Remédios,60006327,22005184,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,727.16,1.0
2024,2300606,Altaneira,60009273,23085048,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,831.06,1.0
2024,4118808,Peabiru,60031993,41004384,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,769.89,1.2
2023,3304557,Rio de Janeiro,60025243,33118903,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,752.9980185,1.4758567
2023,5108402,Várzea Grande,60041274,51049099,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,745.75,1.11
2023,4102307,Balsa Nova,60034537,41017590,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,790.2025053,1.0003146
2024,1504208,Marabá,60002743,15040734,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.32,1.29
2024,3550308,São Paulo,60027750,35415087,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3304557,Rio de Janeiro,60025028,33101555,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,802.5716,1.825803
2023,4126256,Sarandi,60032541,41097058,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4212106,Palmitos,60035167,42066637,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,734.83,1.09
2023,2402204,Canguaretama,60010504,24017309,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4211900,Palhoça,60034905,42075162,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,713.9370204,1.1927035
2024,3106200,Belo Horizonte,60017947,31105591,10,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2023,4113700,Londrina,60032642,41082763,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,756.2933,0.9238114
2024,1721000,Palmas,60004255,17003788,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,700.64,1.3
2024,3550704,São Sebastião,60028765,35057910,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,721.2579578,1.0714286
2024,3550308,São Paulo,60027038,35421096,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,796.360933,1.28
2024,4208203,Itajaí,60035233,42040096,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3505708,Barueri,60028421,35234773,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,700.8955368,1.2272727
2024,3103504,Araguari,60020081,31106597,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,780.73,1.04
2024,3205200,Vila Velha,60023048,32016157,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,713.73,1.19
2024,4314407,Pelotas,60037867,43057782,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,719.6040194,1.1875
2024,2104073,Feira Nova do Maranhão,60005979,21055396,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,763.05,1.0
2023,3201308,Cariacica,60023369,32022359,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,808.9713635,1.266538
2023,2927408,Salvador,60016312,29109601,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,671.9963229,3.6752518
2023,2602902,Cabo de Santo Agostinho,60012960,26038085,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,799.2053507,0.9233295
2024,3549805,São José do Rio Preto,60028981,35184339,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,730.6348368,1.0666667
2024,3171030,Verdelândia,60021902,31063750,11,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2023,2608305,Jupi,60012291,26012955,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,769.3866603,0.9410656
2023,2201507,Batalha,60006207,22004069,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,721.6027702,1.5494364
2023,2933307,Vitória da Conquista,60016923,29131311,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,726.5734515,1.1487598
2023,4106407,Cornélio Procópio,60034728,41040278,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,774.6076345,1.0003146
2024,1504208,Marabá,60002749,15043026,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,755.77,1.17
2024,2611606,Recife,60012660,26052013,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,1302603,Manaus,60001165,13025964,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4106902,Curitiba,60033519,41133482,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,772.89,1.29
2023,2607901,Jaboatão dos Guararapes,60013216,26045458,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4106902,Curitiba,60033606,41092953,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,683.62,1.15
2023,4100400,Almirante Tamandaré,60033782,41005285,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.5531,1.719353
2024,4300406,Alegrete,60036342,43000039,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2611101,Petrolina,60011918,26076773,12,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,783.5143455,0.9137405
2024,3510807,Casa Branca,60025946,35174446,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,806.3990448,1.1176471
2023,2307650,Maracanaú,60009340,23028997,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,789.3357352,1.2000643
2024,4310207,Ijuí,60037417,43040961,11,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2024,3170206,Uberlândia,60021109,31082420,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,678.56,1.31
2023,3146305,Padre Paraíso,60020272,31161489,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,724.5309,0.8187965
2024,3541000,Praia Grande,60030246,35147193,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,699.2982268,1.3571429
2023,5002704,Campo Grande,60040686,50491180,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,818.9,1.0
2023,3108503,Botumirim,60019458,31181899,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,791.2469,1.084358
2023,2610707,Paulista,60013471,26036596,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,749.5683059,1.1764706
2024,2702306,Coruripe,60013742,27008014,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2925303,Porto Seguro,60017674,29129447,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,762.1903756,0.972918
2024,2927408,Salvador,60016141,29212351,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,764.08,1.0
2024,4216503,São Joaquim,60036062,42075189,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,702.48,1.35
2024,4110953,Itaipulândia,60032829,41023889,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,758.73,1.16
2023,1300805,Borba,60000848,13005255,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,708.049231,1.2631579
2023,2914802,Itabuna,60017182,29132766,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,672.2544061,1.1552167
2024,2513984,São Francisco,60010450,25006502,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,840.99,1.05
2024,4205902,Gaspar,60034748,42032939,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,729.46,1.29
2024,4108304,Foz do Iguaçu,60032824,41067984,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,773.37,1.26
2023,5209200,Guapó,60041892,52036339,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,729.6915759,1.3075542
2024,5108402,Várzea Grande,60040417,51043922,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2304400,Fortaleza,60009158,23012149,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,855.7627003,1.1862356
2023,2927408,Salvador,60016385,29135945,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,730.5115661,1.1804102
2024,4318804,São Lourenço do Sul,60038657,43089964,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,669.4442702,1.3333333
2024,2913002,Ibitiara,60016209,29091351,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,782.18,1.0
2023,2806701,São Cristóvão,60014908,28194638,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,725.35,1.0
2023,3146750,Palmópolis,60021248,31134348,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,720.3978,0.7952523
2023,5107909,Sinop,60041301,51038495,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3201209,Cachoeiro de Itapemirim,60023003,32037515,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,705.57,1.06
2023,2304400,Fortaleza,60009426,23001248,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,875.4031769,1.2101313
2023,5003702,Dourados,60040415,50554750,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,716.89,1.0
2024,3151800,Poços de Caldas,60019639,31171673,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,747.68,1.1
2024,4316402,Rosário do Sul,60039209,43073068,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,678.8100643,1.05
2023,3162450,São João das Missões,60021577,31197680,1,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2023,2111300,São Luís,60004252,21071930,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,745.7014794,1.9176755
2024,4115606,Matelândia,60032835,41009903,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,755.56,1.0
2023,2926400,Riacho de Santana,60016801,29007814,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,741.4489279,1.0039216
2023,4314902,Porto Alegre,60038570,43005425,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,751.5962829,1.3733275
2024,4106902,Curitiba,60034249,41130513,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,755.54,1.48
2024,2308708,Morada Nova,60008502,23027002,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,750.63,1.0
2024,3545803,Santa Bárbara d'Oeste,60027378,35004730,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,806.3990448,1.3043478
2023,4207502,Indaial,60036673,42042399,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,781.9730926,0.8717753
2023,2806701,São Cristóvão,60014855,28199443,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,746.11,1.0
2023,3304557,Rio de Janeiro,60024967,33133224,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2927408,Salvador,60016323,29109664,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2800605,Barra dos Coqueiros,60014488,28018076,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,759.68,1.16
2024,3524402,Jacareí,60031169,35091277,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4102406,Bandeirantes,60032752,41039558,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,752.0602583,1.5368715
2024,3304557,Rio de Janeiro,60024924,33120708,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,786.09,1.27
2024,1721000,Palmas,60004229,17003490,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,715.04,1.35
2023,2509057,Marcação,60011184,25038170,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,1718907,Santa Rosa do Tocantins,60003951,17016497,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,655.0919166,0.7953488
2023,5201405,Aparecida de Goiânia,60042586,52079579,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,703.5323032,1.0911239
2024,3550308,São Paulo,60031066,35345085,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,720.4535413,1.1111111
2024,2504009,Campina Grande,60011353,25024221,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,795.86,1.04
2023,1501303,Barcarena,60002970,15014788,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,736.543215,1.0719397
2024,4109807,Ibiporã,60034207,41135757,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2607802,Itaquitinga,60012424,26022441,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,678.5592953,1.0611868
2023,3303500,Nova Iguaçu,60026052,33062218,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3522901,Itapuí,60030585,35095298,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,665.3437741,1.1578947
